cidade,uf,nome_completo
Palmeira do Piauí,PI,Palmeira do Piauí - PI
Palmeira dos Índios,AL,Palmeira dos Índios - AL
Palmeirais,PI,Palmeirais - PI
Palmeirante,TO,Palmeirante - TO
Palmeiras,BA,Palmeiras - BA
Palmeiras de Goiás,GO,Palmeiras de Goiás - GO
Palmeiras do Tocantins,TO,Palmeiras do Tocantins - TO
Palmeirina,PE,Palmeirina - PE
Palmeirândia,MA,Palmeirândia - MA
Palmeirópolis,TO,Palmeirópolis - TO
Palmelo,GO,Palmelo - GO
Palminópolis,GO,Palminópolis - GO
Palmital,PR,Palmital - PR
Palmital,SP,Palmital - SP
Palmitinho,RS,Palmitinho - RS
Palmitos,SC,Palmitos - SC
Palmácia,CE,Palmácia - CE
Palmópolis,MG,Palmópolis - MG
Palotina,PR,Palotina - PR
Panambi,RS,Panambi - RS
Panamá,GO,Panamá - GO
Pancas,ES,Pancas - ES
Panelas,PE,Panelas - PE
Panorama,SP,Panorama - SP
Pantano Grande,RS,Pantano Grande - RS
Papagaios,MG,Papagaios - MG
Papanduva,SC,Papanduva - SC
Paquetá,PI,Paquetá - PI
Paracambi,RJ,Paracambi - RJ
Paracatu,MG,Paracatu - MG
Paracuru,CE,Paracuru - CE
Paragominas,PA,Paragominas - PA
Paraguaçu,MG,Paraguaçu - MG
Paraguaçu Paulista,SP,Paraguaçu Paulista - SP
Paraibano,MA,Paraibano - MA
Paraibuna,SP,Paraibuna - SP
Paraipaba,CE,Paraipaba - CE
Paraisópolis,MG,Paraisópolis - MG
Parambu,CE,Parambu - CE
Paramirim,BA,Paramirim - BA
Paramoti,CE,Paramoti - CE
Paranacity,PR,Paranacity - PR
Paranaguá,PR,Paranaguá - PR
Paranaiguara,GO,Paranaiguara - GO
Paranapanema,SP,Paranapanema - SP
Paranapoema,PR,Paranapoema - PR
Paranapuã,SP,Paranapuã - SP
Paranatama,PE,Paranatama - PE
Paranatinga,MT,Paranatinga - MT
Paranavaí,PR,Paranavaí - PR
Paranaíba,MS,Paranaíba - MS
Paranaíta,MT,Paranaíta - MT
Paranhos,MS,Paranhos - MS
Paraná,RN,Paraná - RN
Paranã,TO,Paranã - TO
Paraopeba,MG,Paraopeba - MG
Parapuã,SP,Parapuã - SP
Parari,PB,Parari - PB
Paratinga,BA,Paratinga - BA
Paraty,RJ,Paraty - RJ
Parauapebas,PA,Parauapebas - PA
Parazinho,RN,Parazinho - RN
Paraí,RS,Paraí - RS
Paraíba do Sul,RJ,Paraíba do Sul - RJ
Paraíso,SC,Paraíso - SC
Paraíso,SP,Paraíso - SP
Paraíso das Águas,MS,Paraíso das Águas - MS
Paraíso do Norte,PR,Paraíso do Norte - PR
Paraíso do Sul,RS,Paraíso do Sul - RS
Paraíso do Tocantins,TO,Paraíso do Tocantins - TO
Paraú,RN,Paraú - RN
Paraúna,GO,Paraúna - GO
Pardinho,SP,Pardinho - SP
Pareci Novo,RS,Pareci Novo - RS
Parecis,RO,Parecis - RO
Parelhas,RN,Parelhas - RN
Pariconha,AL,Pariconha - AL
Parintins,AM,Parintins - AM
Paripiranga,BA,Paripiranga - BA
Paripueira,AL,Paripueira - AL
Pariquera-Açu,SP,Pariquera-Açu - SP
Parisi,SP,Parisi - SP
Parnaguá,PI,Parnaguá - PI
Parnamirim,PE,Parnamirim - PE
Parnamirim,RN,Parnamirim - RN
Parnarama,MA,Parnarama - MA
Parnaíba,PI,Parnaíba - PI
Parobé,RS,Parobé - RS
Pará de Minas,MG,Pará de Minas - MG
Passa e Fica,RN,Passa e Fica - RN
Passa Quatro,MG,Passa Quatro - MG
Passa Sete,RS,Passa Sete - RS
Passa Tempo,MG,Passa Tempo - MG
Passa Vinte,MG,Passa Vinte - MG
Passabém,MG,Passabém - MG
Passagem,PB,Passagem - PB
Passagem,RN,Passagem - RN
Passagem Franca,MA,Passagem Franca - MA
Passagem Franca do Piauí,PI,Passagem Franca do Piauí - PI
Passira,PE,Passira - PE
Passo de Camaragibe,AL,Passo de Camaragibe - AL
Passo de Torres,SC,Passo de Torres - SC
Passo do Sobrado,RS,Passo do Sobrado - RS
Passo Fundo,RS,Passo Fundo - RS
Passos,MG,Passos - MG
Passos Maia,SC,Passos Maia - SC
Pastos Bons,MA,Pastos Bons - MA
Patis,MG,Patis - MG
Pato Bragado,PR,Pato Bragado - PR
Pato Branco,PR,Pato Branco - PR
Patos,PB,Patos - PB
Patos de Minas,MG,Patos de Minas - MG
Patos do Piauí,PI,Patos do Piauí - PI
Patrocínio,MG,Patrocínio - MG
Patrocínio do Muriaé,MG,Patrocínio do Muriaé - MG
Patrocínio Paulista,SP,Patrocínio Paulista - SP
Patu,RN,Patu - RN
Paty do Alferes,RJ,Paty do Alferes - RJ
Pau Brasil,BA,Pau Brasil - BA
Pau D'Arco,PA,Pau D'Arco - PA
Pau D'Arco,TO,Pau D'Arco - TO
Pau D'Arco do Piauí,PI,Pau D'Arco do Piauí - PI
Pau dos Ferros,RN,Pau dos Ferros - RN
Paudalho,PE,Paudalho - PE
Pauini,AM,Pauini - AM
Paula Cândido,MG,Paula Cândido - MG
Paula Freitas,PR,Paula Freitas - PR
Paulicéia,SP,Paulicéia - SP
Paulino Neves,MA,Paulino Neves - MA
Paulista,PB,Paulista - PB
Paulista,PE,Paulista - PE
Paulistana,PI,Paulistana - PI
Paulistas,MG,Paulistas - MG
Paulistânia,SP,Paulistânia - SP
Paulo Afonso,BA,Paulo Afonso - BA
Paulo Bento,RS,Paulo Bento - RS
Paulo de Faria,SP,Paulo de Faria - SP
Paulo Frontin,PR,Paulo Frontin - PR
Paulo Jacinto,AL,Paulo Jacinto - AL
Paulo Lopes,SC,Paulo Lopes - SC
Paulo Ramos,MA,Paulo Ramos - MA
Paulínia,SP,Paulínia - SP
Paverama,RS,Paverama - RS
Pavussu,PI,Pavussu - PI
Pavão,MG,Pavão - MG
Paço do Lumiar,MA,Paço do Lumiar - MA
Peabiru,PR,Peabiru - PR
Pederneiras,SP,Pederneiras - SP
Pedra,PE,Pedra - PE
Pedra Azul,MG,Pedra Azul - MG
Pedra Bela,SP,Pedra Bela - SP
Pedra Bonita,MG,Pedra Bonita - MG
Pedra Branca,CE,Pedra Branca - CE
Pedra Branca,PB,Pedra Branca - PB
Pedra Branca do Amapari,AP,Pedra Branca do Amapari - AP
Pedra do Anta,MG,Pedra do Anta - MG
Pedra do Indaiá,MG,Pedra do Indaiá - MG
Pedra Dourada,MG,Pedra Dourada - MG
Pedra Grande,RN,Pedra Grande - RN
Pedra Lavrada,PB,Pedra Lavrada - PB
Pedra Mole,SE,Pedra Mole - SE
Pedra Preta,MT,Pedra Preta - MT
Pedra Preta,RN,Pedra Preta - RN
Pedralva,MG,Pedralva - MG
Pedranópolis,SP,Pedranópolis - SP
Pedras Altas,RS,Pedras Altas - RS
Pedras de Fogo,PB,Pedras de Fogo - PB
Pedras de Maria da Cruz,MG,Pedras de Maria da Cruz - MG
Pedras Grandes,SC,Pedras Grandes - SC
Pedregulho,SP,Pedregulho - SP
Pedreira,SP,Pedreira - SP
Pedreiras,MA,Pedreiras - MA
Pedrinhas,SE,Pedrinhas - SE
Pedrinhas Paulista,SP,Pedrinhas Paulista - SP
Pedrinópolis,MG,Pedrinópolis - MG
Pedro Afonso,TO,Pedro Afonso - TO
Pedro Alexandre,BA,Pedro Alexandre - BA
Pedro Avelino,RN,Pedro Avelino - RN
Pedro Canário,ES,Pedro Canário - ES
Pedro de Toledo,SP,Pedro de Toledo - SP
Pedro do Rosário,MA,Pedro do Rosário - MA
Pedro Gomes,MS,Pedro Gomes - MS
Pedro II,PI,Pedro II - PI
Pedro Laurentino,PI,Pedro Laurentino - PI
Pedro Leopoldo,MG,Pedro Leopoldo - MG
Pedro Osório,RS,Pedro Osório - RS
Pedro Régis,PB,Pedro Régis - PB
Pedro Teixeira,MG,Pedro Teixeira - MG
Pedro Velho,RN,Pedro Velho - RN
Pedrão,BA,Pedrão - BA
Peixe,TO,Peixe - TO
Peixe-Boi,PA,Peixe-Boi - PA
Peixoto de Azevedo,MT,Peixoto de Azevedo - MT
Pejuçara,RS,Pejuçara - RS
Pelotas,RS,Pelotas - RS
Penaforte,CE,Penaforte - CE
Penalva,MA,Penalva - MA
Pendências,RN,Pendências - RN
Penedo,AL,Penedo - AL
Penha,SC,Penha - SC
Pentecoste,CE,Pentecoste - CE
Penápolis,SP,Penápolis - SP
Pequeri,MG,Pequeri - MG
Pequi,MG,Pequi - MG
Pequizeiro,TO,Pequizeiro - TO
Perdigão,MG,Perdigão - MG
Perdizes,MG,Perdizes - MG
Perdões,MG,Perdões - MG
Pereira Barreto,SP,Pereira Barreto - SP
Pereiras,SP,Pereiras - SP
Pereiro,CE,Pereiro - CE
Peri Mirim,MA,Peri Mirim - MA
Periquito,MG,Periquito - MG
Peritiba,SC,Peritiba - SC
Peritoró,MA,Peritoró - MA
Perobal,PR,Perobal - PR
Perolândia,GO,Perolândia - GO
Peruíbe,SP,Peruíbe - SP
Pescador,MG,Pescador - MG
Pescaria Brava,SC,Pescaria Brava - SC
Pesqueira,PE,Pesqueira - PE
Petrolina,PE,Petrolina - PE
Petrolina de Goiás,GO,Petrolina de Goiás - GO
Petrolândia,PE,Petrolândia - PE
Petrolândia,SC,Petrolândia - SC
Petrópolis,RJ,Petrópolis - RJ
Peçanha,MG,Peçanha - MG
Piacatu,SP,Piacatu - SP
Piancó,PB,Piancó - PB
Piatã,BA,Piatã - BA
Piau,MG,Piau - MG
Piaçabuçu,AL,Piaçabuçu - AL
Picada Café,RS,Picada Café - RS
Picos,PI,Picos - PI
Picuí,PB,Picuí - PB
Piedade,SP,Piedade - SP
Piedade de Caratinga,MG,Piedade de Caratinga - MG
Piedade de Ponte Nova,MG,Piedade de Ponte Nova - MG
Piedade do Rio Grande,MG,Piedade do Rio Grande - MG
Piedade dos Gerais,MG,Piedade dos Gerais - MG
Pilar,AL,Pilar - AL
Pilar,PB,Pilar - PB
Pilar de Goiás,GO,Pilar de Goiás - GO
Pilar do Sul,SP,Pilar do Sul - SP
Pilão Arcado,BA,Pilão Arcado - BA
Pilões,PB,Pilões - PB
Pilões,RN,Pilões - RN
Pilõezinhos,PB,Pilõezinhos - PB
Pimenta,MG,Pimenta - MG
Pimenta Bueno,RO,Pimenta Bueno - RO
Pimenteiras,PI,Pimenteiras - PI
Pimenteiras do Oeste,RO,Pimenteiras do Oeste - RO
Pindamonhangaba,SP,Pindamonhangaba - SP
Pindaré-Mirim,MA,Pindaré-Mirim - MA
Pindaí,BA,Pindaí - BA
Pindoba,AL,Pindoba - AL
Pindobaçu,BA,Pindobaçu - BA
Pindorama,SP,Pindorama - SP
Pindorama do Tocantins,TO,Pindorama do Tocantins - TO
Pindoretama,CE,Pindoretama - CE
Pingo-d'Água,MG,Pingo-d'Água - MG
Pinhais,PR,Pinhais - PR
Pinhal,RS,Pinhal - RS
Pinhal da Serra,RS,Pinhal da Serra - RS
Pinhal de São Bento,PR,Pinhal de São Bento - PR
Pinhal Grande,RS,Pinhal Grande - RS
Pinhalzinho,SC,Pinhalzinho - SC
Pinhalzinho,SP,Pinhalzinho - SP
Pinhalão,PR,Pinhalão - PR
Pinheiral,RJ,Pinheiral - RJ
Pinheirinho do Vale,RS,Pinheirinho do Vale - RS
Pinheiro,MA,Pinheiro - MA
Pinheiro Machado,RS,Pinheiro Machado - RS
Pinheiro Preto,SC,Pinheiro Preto - SC
Pinheiros,ES,Pinheiros - ES
Pinhão,PR,Pinhão - PR
Pinhão,SE,Pinhão - SE
Pintadas,BA,Pintadas - BA
Pinto Bandeira,RS,Pinto Bandeira - RS
Pintópolis,MG,Pintópolis - MG
Pio IX,PI,Pio IX - PI
Pio XII,MA,Pio XII - MA
Piquerobi,SP,Piquerobi - SP
Piquet Carneiro,CE,Piquet Carneiro - CE
Piquete,SP,Piquete - SP
Piracaia,SP,Piracaia - SP
Piracanjuba,GO,Piracanjuba - GO
Piracema,MG,Piracema - MG
Piracicaba,SP,Piracicaba - SP
Piracuruca,PI,Piracuruca - PI
Piraju,SP,Piraju - SP
Pirajuba,MG,Pirajuba - MG
Pirajuí,SP,Pirajuí - SP
Pirambu,SE,Pirambu - SE
Piranga,MG,Piranga - MG
Pirangi,SP,Pirangi - SP
Piranguinho,MG,Piranguinho - MG
Piranguçu,MG,Piranguçu - MG
Piranhas,AL,Piranhas - AL
Piranhas,GO,Piranhas - GO
Pirapemas,MA,Pirapemas - MA
Pirapetinga,MG,Pirapetinga - MG
Pirapora,MG,Pirapora - MG
Pirapora do Bom Jesus,SP,Pirapora do Bom Jesus - SP
Pirapozinho,SP,Pirapozinho - SP
Pirapó,RS,Pirapó - RS
Piraquara,PR,Piraquara - PR
Piraquê,TO,Piraquê - TO
Pirassununga,SP,Pirassununga - SP
Piratini,RS,Piratini - RS
Piratininga,SP,Piratininga - SP
Piratuba,SC,Piratuba - SC
Piraí,RJ,Piraí - RJ
Piraí do Norte,BA,Piraí do Norte - BA
Piraí do Sul,PR,Piraí do Sul - PR
Piraúba,MG,Piraúba - MG
Pirenópolis,GO,Pirenópolis - GO
Pires do Rio,GO,Pires do Rio - GO
Pires Ferreira,CE,Pires Ferreira - CE
Piripiri,PI,Piripiri - PI
Piripá,BA,Piripá - BA
Piritiba,BA,Piritiba - BA
Pirpirituba,PB,Pirpirituba - PB
Pitanga,PR,Pitanga - PR
Pitangueiras,PR,Pitangueiras - PR
Pitangueiras,SP,Pitangueiras - SP
Pitangui,MG,Pitangui - MG
Pitimbu,PB,Pitimbu - PB
Pium,TO,Pium - TO
Piumhi,MG,Piumhi - MG
Piçarra,PA,Piçarra - PA
Piên,PR,Piên - PR
Piúma,ES,Piúma - ES
Placas,PA,Placas - PA
Planaltina,GO,Planaltina - GO
Planaltina do Paraná,PR,Planaltina do Paraná - PR
Planaltino,BA,Planaltino - BA
Planalto,BA,Planalto - BA
Planalto,PR,Planalto - PR
Planalto,RS,Planalto - RS
Planalto,SP,Planalto - SP
Planalto Alegre,SC,Planalto Alegre - SC
Planalto da Serra,MT,Planalto da Serra - MT
Planura,MG,Planura - MG
Platina,SP,Platina - SP
Plácido de Castro,AC,Plácido de Castro - AC
Pocinhos,PB,Pocinhos - PB
Poconé,MT,Poconé - MT
Pocrane,MG,Pocrane - MG
Pojuca,BA,Pojuca - BA
Poloni,SP,Poloni - SP
Pombal,PB,Pombal - PB
Pombos,PE,Pombos - PE
Pomerode,SC,Pomerode - SC
Pompéia,SP,Pompéia - SP
Pompéu,MG,Pompéu - MG
Pongaí,SP,Pongaí - SP
Ponta de Pedras,PA,Ponta de Pedras - PA
Ponta Grossa,PR,Ponta Grossa - PR
Ponta Porã,MS,Ponta Porã - MS
Pontal,SP,Pontal - SP
Pontal do Araguaia,MT,Pontal do Araguaia - MT
Pontal do Paraná,PR,Pontal do Paraná - PR
Pontalina,GO,Pontalina - GO
Pontalinda,SP,Pontalinda - SP
Ponte Alta,SC,Ponte Alta - SC
Ponte Alta do Bom Jesus,TO,Ponte Alta do Bom Jesus - TO
Ponte Alta do Norte,SC,Ponte Alta do Norte - SC
Ponte Alta do Tocantins,TO,Ponte Alta do Tocantins - TO
Ponte Branca,MT,Ponte Branca - MT
Ponte Nova,MG,Ponte Nova - MG
Ponte Preta,RS,Ponte Preta - RS
Ponte Serrada,SC,Ponte Serrada - SC
Pontes e Lacerda,MT,Pontes e Lacerda - MT
Pontes Gestal,SP,Pontes Gestal - SP
Ponto Belo,ES,Ponto Belo - ES
Ponto Chique,MG,Ponto Chique - MG
Ponto dos Volantes,MG,Ponto dos Volantes - MG
Ponto Novo,BA,Ponto Novo - BA
Pontão,RS,Pontão - RS
Populina,SP,Populina - SP
Poranga,CE,Poranga - CE
Porangaba,SP,Porangaba - SP
Porangatu,GO,Porangatu - GO
Porciúncula,RJ,Porciúncula - RJ
Porecatu,PR,Porecatu - PR
Portalegre,RN,Portalegre - RN
Porteiras,CE,Porteiras - CE
Porteirinha,MG,Porteirinha - MG
Porteirão,GO,Porteirão - GO
Portel,PA,Portel - PA
Portelândia,GO,Portelândia - GO
Porto,PI,Porto - PI
Porto Acre,AC,Porto Acre - AC
Porto Alegre,RS,Porto Alegre - RS
Porto Alegre do Norte,MT,Porto Alegre do Norte - MT
Porto Alegre do Piauí,PI,Porto Alegre do Piauí - PI
Porto Alegre do Tocantins,TO,Porto Alegre do Tocantins - TO
Porto Amazonas,PR,Porto Amazonas - PR
Porto Barreiro,PR,Porto Barreiro - PR
Porto Belo,SC,Porto Belo - SC
Porto Calvo,AL,Porto Calvo - AL
Porto da Folha,SE,Porto da Folha - SE
Porto de Moz,PA,Porto de Moz - PA
Porto de Pedras,AL,Porto de Pedras - AL
Porto do Mangue,RN,Porto do Mangue - RN
Porto dos Gaúchos,MT,Porto dos Gaúchos - MT
Porto Esperidião,MT,Porto Esperidião - MT
Porto Estrela,MT,Porto Estrela - MT
Porto Feliz,SP,Porto Feliz - SP
Porto Ferreira,SP,Porto Ferreira - SP
Porto Firme,MG,Porto Firme - MG
Porto Franco,MA,Porto Franco - MA
Porto Grande,AP,Porto Grande - AP
Porto Lucena,RS,Porto Lucena - RS
Porto Mauá,RS,Porto Mauá - RS
Porto Murtinho,MS,Porto Murtinho - MS
Porto Nacional,TO,Porto Nacional - TO
Porto Real,RJ,Porto Real - RJ
Porto Real do Colégio,AL,Porto Real do Colégio - AL
Porto Rico,PR,Porto Rico - PR
Porto Rico do Maranhão,MA,Porto Rico do Maranhão - MA
Porto Seguro,BA,Porto Seguro - BA
Porto União,SC,Porto União - SC
Porto Velho,RO,Porto Velho - RO
Porto Vera Cruz,RS,Porto Vera Cruz - RS
Porto Vitória,PR,Porto Vitória - PR
Porto Walter,AC,Porto Walter - AC
Porto Xavier,RS,Porto Xavier - RS
Portão,RS,Portão - RS
Posse,GO,Posse - GO
Potengi,CE,Potengi - CE
Potim,SP,Potim - SP
Potiraguá,BA,Potiraguá - BA
Potirendaba,SP,Potirendaba - SP
Potiretama,CE,Potiretama - CE
Poté,MG,Poté - MG
Pouso Alegre,MG,Pouso Alegre - MG
Pouso Alto,MG,Pouso Alto - MG
Pouso Novo,RS,Pouso Novo - RS
Pouso Redondo,SC,Pouso Redondo - SC
Poxoréu,MT,Poxoréu - MT
Poá,SP,Poá - SP
Poço Branco,RN,Poço Branco - RN
Poço Dantas,PB,Poço Dantas - PB
Poço das Antas,RS,Poço das Antas - RS
Poço das Trincheiras,AL,Poço das Trincheiras - AL
Poço de José de Moura,PB,Poço de José de Moura - PB
Poço Fundo,MG,Poço Fundo - MG
Poço Redondo,SE,Poço Redondo - SE
Poço Verde,SE,Poço Verde - SE
Poços de Caldas,MG,Poços de Caldas - MG
Poção,PE,Poção - PE
Poção de Pedras,MA,Poção de Pedras - MA
Poções,BA,Poções - BA
Pracinha,SP,Pracinha - SP
Pracuúba,AP,Pracuúba - AP
Prado,BA,Prado - BA
Prado Ferreira,PR,Prado Ferreira - PR
Prados,MG,Prados - MG
Pradópolis,SP,Pradópolis - SP
Praia Grande,SC,Praia Grande - SC
Praia Grande,SP,Praia Grande - SP
Praia Norte,TO,Praia Norte - TO
Prainha,PA,Prainha - PA
Pranchita,PR,Pranchita - PR
Prata,MG,Prata - MG
Prata,PB,Prata - PB
Prata do Piauí,PI,Prata do Piauí - PI
Pratinha,MG,Pratinha - MG
Pratápolis,MG,Pratápolis - MG
Pratânia,SP,Pratânia - SP
Presidente Alves,SP,Presidente Alves - SP
Presidente Bernardes,MG,Presidente Bernardes - MG
Presidente Bernardes,SP,Presidente Bernardes - SP
Presidente Castello Branco,SC,Presidente Castello Branco - SC
Presidente Castelo Branco,PR,Presidente Castelo Branco - PR
Presidente Dutra,BA,Presidente Dutra - BA
Presidente Dutra,MA,Presidente Dutra - MA
Presidente Epitácio,SP,Presidente Epitácio - SP
Presidente Figueiredo,AM,Presidente Figueiredo - AM
Presidente Getúlio,SC,Presidente Getúlio - SC
Presidente Juscelino,MA,Presidente Juscelino - MA
Presidente Juscelino,MG,Presidente Juscelino - MG
Presidente Jânio Quadros,BA,Presidente Jânio Quadros - BA
Presidente Kennedy,ES,Presidente Kennedy - ES
Presidente Kennedy,TO,Presidente Kennedy - TO
Presidente Kubitschek,MG,Presidente Kubitschek - MG
Presidente Lucena,RS,Presidente Lucena - RS
Presidente Médici,MA,Presidente Médici - MA
Presidente Médici,RO,Presidente Médici - RO
Presidente Nereu,SC,Presidente Nereu - SC
Presidente Olegário,MG,Presidente Olegário - MG
Presidente Prudente,SP,Presidente Prudente - SP
Presidente Sarney,MA,Presidente Sarney - MA
Presidente Tancredo Neves,BA,Presidente Tancredo Neves - BA
Presidente Vargas,MA,Presidente Vargas - MA
Presidente Venceslau,SP,Presidente Venceslau - SP
Primavera,PA,Primavera - PA
Primavera,PE,Primavera - PE
Primavera de Rondônia,RO,Primavera de Rondônia - RO
Primavera do Leste,MT,Primavera do Leste - MT
Primeira Cruz,MA,Primeira Cruz - MA
Primeiro de Maio,PR,Primeiro de Maio - PR
Princesa,SC,Princesa - SC
Princesa Isabel,PB,Princesa Isabel - PB
Professor Jamil,GO,Professor Jamil - GO
Progresso,RS,Progresso - RS
Promissão,SP,Promissão - SP
Propriá,SE,Propriá - SE
Protásio Alves,RS,Protásio Alves - RS
Prudente de Morais,MG,Prudente de Morais - MG
Prudentópolis,PR,Prudentópolis - PR
Pugmil,TO,Pugmil - TO
Pureza,RN,Pureza - RN
Putinga,RS,Putinga - RS
Puxinanã,PB,Puxinanã - PB
Pão de Açúcar,AL,Pão de Açúcar - AL
Pé de Serra,BA,Pé de Serra - BA
Pérola,PR,Pérola - PR
Pérola d'Oeste,PR,Pérola d'Oeste - PR
Quadra,SP,Quadra - SP
Quaraí,RS,Quaraí - RS
Quartel Geral,MG,Quartel Geral - MG
Quarto Centenário,PR,Quarto Centenário - PR
Quatiguá,PR,Quatiguá - PR
Quatipuru,PA,Quatipuru - PA
Quatis,RJ,Quatis - RJ
Quatro Barras,PR,Quatro Barras - PR
Quatro Irmãos,RS,Quatro Irmãos - RS
Quatro Pontes,PR,Quatro Pontes - PR
Quatá,SP,Quatá - SP
Quebrangulo,AL,Quebrangulo - AL
Quedas do Iguaçu,PR,Quedas do Iguaçu - PR
Queimada Nova,PI,Queimada Nova - PI
Queimadas,BA,Queimadas - BA
Queimadas,PB,Queimadas - PB
Queimados,RJ,Queimados - RJ
Queiroz,SP,Queiroz - SP
Queluz,SP,Queluz - SP
Queluzito,MG,Queluzito - MG
Querência,MT,Querência - MT
Querência do Norte,PR,Querência do Norte - PR
Quevedos,RS,Quevedos - RS
Quijingue,BA,Quijingue - BA
Quilombo,SC,Quilombo - SC
Quinta do Sol,PR,Quinta do Sol - PR
Quintana,SP,Quintana - SP
Quinze de Novembro,RS,Quinze de Novembro - RS
Quipapá,PE,Quipapá - PE
Quirinópolis,GO,Quirinópolis - GO
Quissamã,RJ,Quissamã - RJ
Quitandinha,PR,Quitandinha - PR
Quiterianópolis,CE,Quiterianópolis - CE
Quixaba,PB,Quixaba - PB
Quixaba,PE,Quixaba - PE
Quixabeira,BA,Quixabeira - BA
Quixadá,CE,Quixadá - CE
Quixelô,CE,Quixelô - CE
Quixeramobim,CE,Quixeramobim - CE
Quixeré,CE,Quixeré - CE
Rafael Fernandes,RN,Rafael Fernandes - RN
Rafael Godeiro,RN,Rafael Godeiro - RN
Rafael Jambeiro,BA,Rafael Jambeiro - BA
Rafard,SP,Rafard - SP
Ramilândia,PR,Ramilândia - PR
Rancharia,SP,Rancharia - SP
Rancho Alegre,PR,Rancho Alegre - PR
Rancho Alegre D'Oeste,PR,Rancho Alegre D'Oeste - PR
Rancho Queimado,SC,Rancho Queimado - SC
Raposa,MA,Raposa - MA
Raposos,MG,Raposos - MG
Raul Soares,MG,Raul Soares - MG
Realeza,PR,Realeza - PR
Rebouças,PR,Rebouças - PR
Recife,PE,Recife - PE
Recreio,MG,Recreio - MG
Recursolândia,TO,Recursolândia - TO
Redentora,RS,Redentora - RS
Redenção,CE,Redenção - CE
Redenção,PA,Redenção - PA
